Date,Time,Price,Volume,Exchange Code,Sales Condition,Correction Indicator,Sequence Number,Trade Stop Indicator,Source of Trade,MDS 127 / TRF (Trade Reporting Facility) (*),Exclude Record Flag,Filtered Price
11/01/2011,12:54:57.259,104.35,100,B,F,00,61565,N,C,,,
11/01/2011,12:55:42.714,104.35,100,Y,F,00,61662,N,C,,,
11/01/2011,12:55:42.752,104.35,100,D,@,00,61663,N,C,T,,
11/01/2011,12:55:42.752,104.35,100,D,@,00,61664,N,C,T,,
11/01/2011,12:56:03.199,104.353,186,D,@,00,61687,N,C,T,,
11/01/2011,12:56:06.217,104.35,100,T,F,00,61689,N,C,,,
11/01/2011,12:56:06.217,104.35,100,T,F,00,61690,N,C,,,
11/01/2011,12:57:02.464,104.3329,114,D,@,00,61835,N,C,T,,
11/01/2011,12:57:03.052,104.3329,150,D,@,00,61838,N,C,T,,
11/01/2011,12:57:03.549,104.3329,123,D,@,00,61839,N,C,T,,
11/01/2011,12:57:04.739,104.3329,133,D,@,00,61840,N,C,T,,
11/01/2011,12:57:05.849,104.3329,111,D,@,00,61842,N,C,T,,
11/01/2011,12:57:06.255,104.3329,107,D,@,00,61843,N,C,T,,
11/01/2011,12:57:07.151,104.3229,139,D,@,00,61845,N,C,T,,
11/01/2011,12:57:07.449,104.3229,111,D,@,00,61848,N,C,T,,
11/01/2011,12:57:08.354,104.3229,185,D,@,00,61849,N,C,T,,
11/01/2011,12:57:09.054,104.3229,143,D,@,00,61850,N,C,T,,
11/01/2011,12:57:09.840,104.3229,107,D,@,00,61851,N,C,T,,
11/01/2011,12:57:09.922,104.3368,635,D,@,00,61852,N,C,T,,
11/01/2011,12:57:10.751,104.3229,103,D,@,00,61854,N,C,T,,
11/01/2011,12:57:20.629,104.336,976,D,@,00,61857,N,C,T,,
11/01/2011,12:57:34.850,104.3345,686,D,@,00,61865,N,C,T,,
11/01/2011,12:57:35.252,104.33,300,D,@,00,61867,N,C,T,,
11/01/2011,12:57:35.252,104.33,200,D,@,00,61868,N,C,T,,
11/01/2011,12:57:35.252,104.33,400,D,@,00,61869,N,C,T,,
11/01/2011,12:57:35.352,104.33,100,D,@,00,61870,N,C,T,,
11/01/2011,12:57:37.954,104.34,100,B,F,00,61878,N,C,,,
11/01/2011,12:57:37.954,104.34,100,B,F,00,61879,N,C,,,
11/01/2011,12:57:46.780,104.34,100,Y,F,00,61944,N,C,,,
11/01/2011,12:58:01.853,104.3372,178,D,@,00,61967,N,C,T,,
11/01/2011,12:58:20.032,104.32,100,B,F,00,62012,N,C,,,
11/01/2011,12:58:20.353,104.321,100,D,@,00,62013,N,C,T,,
11/01/2011,12:58:33.046,104.3101,200,D,@,00,62038,N,C,T,,
11/01/2011,12:58:33.046,104.3101,100,D,@,00,62039,N,C,T,,
11/01/2011,12:58:33.050,104.31,100,T,@,00,62040,N,C,,,
11/01/2011,12:58:56.564,104.33,100,B,F,00,62077,N,C,,,
11/01/2011,12:58:56.590,104.33,100,P,F,00,62078,N,C,,,
11/01/2011,12:58:56.590,104.33,100,Z,F,00,62079,N,C,,,
11/01/2011,13:00:03.819,104.34,100,P,F,00,62344,N,C,,,
11/01/2011,13:00:03.819,104.34,100,P,@,00,62345,N,C,,,
11/01/2011,13:00:03.847,104.34,100,K,@,00,62346,N,C,,,
11/01/2011,13:00:12.248,104.342,282,D,@,00,62371,N,C,T,,
11/01/2011,13:00:30.019,104.3571,188,D,@,00,62401,N,C,T,,
11/01/2011,13:01:12.047,104.3235,763,D,@,00,62533,N,C,T,,
11/01/2011,13:01:13.231,104.32,100,T,@,00,62543,N,C,,,
11/01/2011,13:01:24.977,104.32,100,T,F,00,62546,N,C,,,
11/01/2011,13:01:29.495,104.31,100,T,@,00,62558,N,C,,,
11/01/2011,13:01:29.495,104.31,100,T,@,00,62559,N,C,,,
11/01/2011,13:01:29.495,104.31,100,T,@,00,62560,N,C,,,
11/01/2011,13:01:29.495,104.31,100,T,@,00,62561,N,C,,,
11/01/2011,13:01:29.499,104.31,100,T,@,00,62562,N,C,,,
11/01/2011,13:01:29.521,104.3,100,T,@,00,62566,N,C,,,
11/01/2011,13:01:29.521,104.3,100,T,@,00,62567,N,C,,,
11/01/2011,13:01:29.521,104.3,100,T,@,00,62568,N,C,,,
11/01/2011,13:01:29.883,104.3,100,T,F,00,62569,N,C,,,
11/01/2011,13:01:48.782,104.3,100,T,F,00,62612,N,C,,,
11/01/2011,13:01:51.870,104.3,100,B,F,00,62614,N,C,,,
11/01/2011,13:02:01.849,104.308,554,D,@,00,62661,N,C,T,,
11/01/2011,13:02:09.222,104.31,100,B,@,00,62675,N,C,,,
11/01/2011,13:02:20.332,104.3,100,Y,F,00,62686,N,C,,,
11/01/2011,13:02:20.378,104.3,100,T,F,00,62687,N,C,,,
11/01/2011,13:02:20.380,104.3,100,T,F,00,62688,N,C,,,
11/01/2011,13:02:40.388,104.27,100,B,F,00,62724,N,C,,,
11/01/2011,13:02:50.497,104.28,100,B,F,00,62750,N,C,,,
11/01/2011,13:02:50.497,104.28,100,B,F,00,62751,N,C,,,
11/01/2011,13:02:50.499,104.29,100,T,@,00,62752,N,C,,,
11/01/2011,13:03:39.814,104.27,400,T,@,00,62808,N,C,,,
11/01/2011,13:03:39.816,104.27,100,P,F,00,62809,N,C,,,
11/01/2011,13:03:39.816,104.27,100,P,F,00,62810,N,C,,,
11/01/2011,13:03:39.816,104.27,100,P,F,00,62811,N,C,,,
11/01/2011,13:04:05.338,104.24,100,B,F,00,63066,N,C,,,
11/01/2011,13:05:28.687,104.23,100,P,F,00,63237,N,C,,,
11/01/2011,13:05:28.689,104.23,200,T,F,00,63238,N,C,,,
11/01/2011,13:05:28.749,104.2301,200,D,@,00,63239,N,C,T,,
11/01/2011,13:05:37.221,104.2231,154,D,@,00,63261,N,C,T,,
11/01/2011,13:05:51.752,104.2301,300,D,@,00,63283,N,C,T,,
11/01/2011,13:07:54.651,104.2048,359,D,@,00,63598,N,C,T,,
11/01/2011,13:07:55.752,104.2,400,D,@,00,63608,N,C,T,,
11/01/2011,13:07:55.752,104.2,100,D,@,00,63609,N,C,T,,
11/01/2011,13:07:55.802,104.2,400,D,@,00,63610,N,C,T,,
11/01/2011,13:07:55.804,104.2,100,D,@,00,63611,N,C,T,,
11/01/2011,13:08:31.877,104.22,100,B,F,00,63722,N,C,,,
11/01/2011,13:08:35.463,104.22,100,B,F,00,63735,N,C,,,
11/01/2011,13:08:50.271,104.23,200,Z,@,00,63829,N,C,,,
11/01/2011,13:08:50.383,104.23,100,Z,F,00,63830,N,C,,,
11/01/2011,13:09:17.450,104.2368,760,D,@,00,63895,N,C,T,,
11/01/2011,13:09:27.448,104.23,216,D,@,00,63911,N,C,T,,
11/01/2011,13:09:47.774,104.23,400,D,@,00,63939,N,C,T,,
11/01/2011,13:10:08.862,104.23,200,Z,F,00,64002,N,C,,,
11/01/2011,13:10:27.990,104.23,100,B,F,00,64028,N,C,,,
11/01/2011,13:10:30.725,104.23,100,B,F,00,64033,N,C,,,
11/01/2011,13:10:33.989,104.22,200,Z,F,00,64044,N,C,,,
11/01/2011,13:10:44.651,104.23,100,B,F,00,64053,N,C,,,
11/01/2011,13:10:53.842,104.24,100,B,F,00,64073,N,C,,,
11/01/2011,13:11:48.988,104.22,100,B,F,00,64191,N,C,,,
11/01/2011,13:12:18.955,104.204,844,D,@,00,64357,N,C,T,,
11/01/2011,13:13:24.451,104.216,480,D,@,00,64440,N,C,T,,
11/01/2011,13:14:57.333,104.256,200,D,@,00,64595,N,C,T,,
11/01/2011,13:15:57.649,104.2336,284,D,@,00,65004,N,C,T,,
11/01/2011,13:16:15.256,104.21,200,T,@,00,65172,N,C,,,
11/01/2011,13:16:19.394,104.21,100,B,F,00,65180,N,C,,,
11/01/2011,13:16:19.394,104.21,100,B,F,00,65181,N,C,,,
11/01/2011,13:16:50.137,104.22,100,T,F,00,65236,N,C,,,
11/01/2011,13:17:02.900,104.2,100,B,F,00,65293,N,C,,,
11/01/2011,13:17:02.926,104.2,100,K,F,00,65294,N,C,,,
11/01/2011,13:17:06.946,104.2,100,B,F,00,65341,N,C,,,
11/01/2011,13:17:07.155,104.2,100,K,F,00,65393,N,C,,,
11/01/2011,13:17:16.050,104.2299,100,D,@,00,65455,N,C,T,,
11/01/2011,13:17:18.258,104.22,100,B,F,00,65460,N,C,,,
11/01/2011,13:17:37.054,104.22,100,Y,F,00,65490,N,C,,,
11/01/2011,13:17:37.132,104.22,300,D,@,00,65491,N,C,T,,
11/01/2011,13:17:37.132,104.22,100,D,@,00,65492,N,C,T,,
11/01/2011,13:17:37.132,104.22,300,D,@,00,65493,N,C,T,,
11/01/2011,13:17:37.132,104.2201,200,D,@,00,65494,N,C,T,,
11/01/2011,13:18:03.821,104.21,100,J,F,00,65528,N,C,,,
11/01/2011,13:18:13.976,104.23,100,P,F,00,65564,N,C,,,
11/01/2011,13:18:58.246,104.23,100,B,F,00,65619,N,C,,,
11/01/2011,13:19:41.078,104.22,100,Z,@,00,65689,N,C,,,
11/01/2011,13:19:42.087,104.22,100,Z,@,00,65691,N,C,,,
11/01/2011,13:19:42.089,104.22,100,Z,@,00,65692,N,C,,,
11/01/2011,13:19:42.273,104.22,100,Z,@,00,65693,N,C,,,
11/01/2011,13:19:42.275,104.22,100,Z,@,00,65694,N,C,,,
11/01/2011,13:19:42.275,104.22,100,T,F,00,65695,N,C,,,
11/01/2011,13:19:42.275,104.22,100,T,F,00,65696,N,C,,,
11/01/2011,13:19:42.457,104.22,100,T,F,00,65697,N,C,,,
11/01/2011,13:19:42.459,104.22,100,T,F,00,65698,N,C,,,
11/01/2011,13:19:43.062,104.22,100,T,F,00,65699,N,C,,,
11/01/2011,13:19:43.068,104.22,100,P,F,00,65700,N,C,,,
11/01/2011,13:19:43.068,104.22,100,P,F,00,65701,N,C,,,
11/01/2011,13:19:43.070,104.22,100,P,F,00,65702,N,C,,,
11/01/2011,13:19:43.070,104.22,100,P,F,00,65703,N,C,,,
11/01/2011,13:19:43.072,104.22,100,T,F,00,65704,N,C,,,
11/01/2011,13:19:43.072,104.22,100,T,F,00,65705,N,C,,,
11/01/2011,13:19:43.256,104.22,100,T,F,00,65706,N,C,,,
11/01/2011,13:19:43.258,104.22,100,T,F,00,65707,N,C,,,
11/01/2011,13:19:46.501,104.21,100,Y,F,00,65711,N,C,,,
11/01/2011,13:19:46.659,104.21,100,B,F,00,65712,N,C,,,
11/01/2011,13:19:46.659,104.21,100,B,F,00,65713,N,C,,,
11/01/2011,13:19:46.847,104.21,100,B,@,00,65715,N,C,,,
11/01/2011,13:19:56.100,104.21,100,P,F,00,65733,N,C,,,
11/01/2011,13:19:56.102,104.21,100,P,F,00,65734,N,C,,,
11/01/2011,13:19:56.102,104.21,100,B,F,00,65735,N,C,,,
11/01/2011,13:19:56.102,104.21,100,P,F,00,65736,N,C,,,
11/01/2011,13:19:56.102,104.21,100,P,F,00,65737,N,C,,,
11/01/2011,13:19:56.102,104.21,100,P,F,00,65738,N,C,,,
11/01/2011,13:19:56.102,104.21,100,Y,@,00,65739,N,C,,,
11/01/2011,13:19:56.102,104.21,100,Y,@,00,65740,N,C,,,
11/01/2011,13:19:56.117,104.21,500,J,@,00,65741,N,C,,,
11/01/2011,13:19:56.117,104.21,200,J,@,00,65742,N,C,,,
11/01/2011,13:19:56.119,104.21,100,J,@,00,65743,N,C,,,
11/01/2011,13:19:56.119,104.21,300,J,@,00,65744,N,C,,,
11/01/2011,13:19:56.123,104.21,100,J,@,00,65745,N,C,,,
11/01/2011,13:19:56.125,104.21,500,J,@,00,65746,N,C,,,
11/01/2011,13:19:56.149,104.21,100,D,@,00,65747,N,C,T,,
11/01/2011,13:19:56.149,104.21,200,D,@,00,65748,N,C,T,,
11/01/2011,13:19:56.149,104.21,100,D,@,00,65749,N,C,T,,
11/01/2011,13:19:56.149,104.21,100,D,@,00,65750,N,C,T,,
11/01/2011,13:19:56.149,104.21,100,D,@,00,65751,N,C,T,,
11/01/2011,13:19:56.835,104.21,100,B,@,00,65756,N,C,,,
11/01/2011,13:19:56.839,104.21,100,J,@,00,65757,N,C,,,
11/01/2011,13:19:56.841,104.21,200,J,@,00,65758,N,C,,,
11/01/2011,13:19:56.843,104.21,100,Z,@,00,65759,N,C,,,
11/01/2011,13:19:56.843,104.21,100,Z,@,00,65760,N,C,,,
11/01/2011,13:19:56.843,104.21,100,Z,@,00,65761,N,C,,,
11/01/2011,13:19:56.843,104.21,200,Z,@,00,65762,N,C,,,
11/01/2011,13:19:56.845,104.21,200,Z,@,00,65763,N,C,,,
11/01/2011,13:19:56.845,104.21,100,Z,@,00,65764,N,C,,,
11/01/2011,13:19:56.845,104.21,100,Z,@,00,65765,N,C,,,
11/01/2011,13:19:56.845,104.21,100,Z,@,00,65766,N,C,,,
11/01/2011,13:19:56.845,104.21,100,Z,@,00,65767,N,C,,,
11/01/2011,13:19:56.847,104.21,500,J,@,00,65768,N,C,,,
11/01/2011,13:20:06.860,104.21,100,P,F,00,65807,N,C,,,
11/01/2011,13:20:06.860,104.21,100,B,F,00,65808,N,C,,,
11/01/2011,13:20:06.860,104.21,100,P,F,00,65809,N,C,,,
11/01/2011,13:20:06.860,104.21,100,B,F,00,65810,N,C,,,
11/01/2011,13:20:06.860,104.21,300,P,F,00,65811,N,C,,,
11/01/2011,13:20:06.860,104.21,300,P,F,00,65812,N,C,,,
11/01/2011,13:20:06.862,104.21,100,T,@,00,65813,N,C,,,
11/01/2011,13:20:06.862,104.21,200,T,@,00,65814,N,C,,,
11/01/2011,13:20:06.862,104.22,600,T,@,00,65815,N,C,,,
11/01/2011,13:20:06.866,104.22,100,T,@,00,65816,N,C,,,
11/01/2011,13:20:06.902,104.22,100,J,@,00,65817,N,C,,,
11/01/2011,13:20:06.908,104.22,600,J,@,00,65818,N,C,,,
11/01/2011,13:20:06.914,104.22,100,D,@,00,65819,N,C,T,,
11/01/2011,13:20:06.916,104.22,1100,J,@,00,65820,N,C,,,
11/01/2011,13:20:06.924,104.22,100,J,@,00,65821,N,C,,,
11/01/2011,13:20:06.974,104.22,600,P,F,00,65822,N,C,,,
11/01/2011,13:20:06.974,104.22,700,P,F,00,65823,N,C,,,
11/01/2011,13:20:10.055,104.21,200,T,@,00,65832,N,C,,,
11/01/2011,13:20:10.055,104.21,100,T,@,00,65833,N,C,,,
11/01/2011,13:20:10.055,104.21,100,T,@,00,65834,N,C,,,
11/01/2011,13:20:10.055,104.21,200,P,F,00,65835,N,C,,,
11/01/2011,13:20:10.055,104.21,100,P,@,00,65836,N,C,,,
11/01/2011,13:20:10.055,104.21,100,P,@,00,65837,N,C,,,
11/01/2011,13:20:10.067,104.2,100,P,@,00,65838,N,C,,,
11/01/2011,13:20:10.067,104.2,100,P,@,00,65839,N,C,,,
11/01/2011,13:20:10.067,104.2,100,P,@,00,65840,N,C,,,
11/01/2011,13:20:10.067,104.2,200,P,@,00,65841,N,C,,,
11/01/2011,13:20:10.067,104.2,200,P,F,00,65842,N,C,,,
11/01/2011,13:20:10.231,104.21,100,B,F,00,65843,N,C,,,
11/01/2011,13:20:10.353,104.2,100,D,@,00,65844,N,C,T,,
11/01/2011,13:20:10.353,104.2,100,D,@,00,65845,N,C,T,,
11/01/2011,13:20:10.732,104.21,100,P,@,00,65846,N,C,,,
11/01/2011,13:20:10.734,104.21,100,J,@,00,65847,N,C,,,
11/01/2011,13:20:10.744,104.21,100,K,@,00,65848,N,C,,,
11/01/2011,13:20:18.110,104.21,600,T,@,00,65852,N,C,,,
11/01/2011,13:20:18.116,104.21,100,T,@,00,65853,N,C,,,
11/01/2011,13:20:18.116,104.21,100,T,@,00,65854,N,C,,,
11/01/2011,13:20:18.128,104.2,100,P,@,00,65855,N,C,,,
11/01/2011,13:20:18.128,104.2,100,P,@,00,65856,N,C,,,
11/01/2011,13:20:18.128,104.2,100,P,F,00,65857,N,C,,,
11/01/2011,13:20:18.128,104.2,300,P,@,00,65858,N,C,,,
11/01/2011,13:20:18.138,104.21,100,D,@,00,65859,N,C,T,,
11/01/2011,13:20:18.316,104.2,100,J,@,00,65860,N,C,,,
11/01/2011,13:20:18.348,104.2,100,D,@,00,65861,N,C,T,,
11/01/2011,13:20:18.670,104.2,400,J,@,00,65862,N,C,,,
11/01/2011,13:20:18.670,104.2,600,J,@,00,65863,N,C,,,
11/01/2011,13:20:18.670,104.2,900,J,@,00,65864,N,C,,,
11/01/2011,13:20:18.674,104.2,100,Z,@,00,65865,N,C,,,
11/01/2011,13:20:18.674,104.2,100,Z,@,00,65866,N,C,,,
11/01/2011,13:20:18.680,104.2,100,J,@,00,65867,N,C,,,
11/01/2011,13:20:18.682,104.2,200,J,@,00,65868,N,C,,,
11/01/2011,13:20:18.682,104.2,200,J,@,00,65869,N,C,,,
11/01/2011,13:20:18.880,104.2,200,P,F,00,65870,N,C,,,
11/01/2011,13:20:18.880,104.2,300,P,F,00,65871,N,C,,,
11/01/2011,13:20:18.880,104.2,300,P,F,00,65872,N,C,,,
11/01/2011,13:20:18.880,104.2,300,P,F,00,65873,N,C,,,
11/01/2011,13:20:18.888,104.2,100,J,@,00,65874,N,C,,,
11/01/2011,13:20:18.888,104.2,100,J,@,00,65875,N,C,,,
11/01/2011,13:20:21.066,104.2,100,B,@,00,65876,N,C,,,
11/01/2011,13:20:21.072,104.2,1300,J,@,00,65877,N,C,,,
11/01/2011,13:20:21.072,104.2,100,Z,@,00,65878,N,C,,,
11/01/2011,13:20:21.074,104.2,200,Z,@,00,65879,N,C,,,
11/01/2011,13:20:21.074,104.2,200,Z,@,00,65880,N,C,,,
11/01/2011,13:20:21.074,104.2,1200,Z,@,00,65881,N,C,,,
11/01/2011,13:20:21.222,104.21,100,J,F,00,65922,N,C,,,
11/01/2011,13:20:21.226,104.21,100,J,F,00,65924,N,C,,,
11/01/2011,13:20:21.306,104.21,100,T,@,00,65943,N,C,,,
11/01/2011,13:20:21.330,104.21,200,T,@,00,65961,N,C,,,
11/01/2011,13:20:21.336,104.22,100,B,F,00,65962,N,C,,,
11/01/2011,13:20:21.348,104.22,100,P,F,00,65963,N,C,,,
11/01/2011,13:20:21.358,104.21,100,T,F,00,65965,N,C,,,
11/01/2011,13:20:21.358,104.21,100,T,F,00,65966,N,C,,,
11/01/2011,13:20:21.360,104.21,100,T,F,00,65967,N,C,,,
11/01/2011,13:20:21.360,104.21,100,T,F,00,65968,N,C,,,
11/01/2011,13:20:21.360,104.21,100,T,F,00,65969,N,C,,,
11/01/2011,13:20:21.360,104.21,100,T,F,00,65970,N,C,,,
11/01/2011,13:20:21.360,104.21,100,T,F,00,65971,N,C,,,
11/01/2011,13:20:21.378,104.22,100,B,@,00,65974,N,C,,,
11/01/2011,13:20:21.386,104.22,100,Z,@,00,65975,N,C,,,
11/01/2011,13:20:21.386,104.22,100,P,F,00,65976,N,C,,,
11/01/2011,13:20:21.386,104.22,200,P,F,00,65977,N,C,,,
11/01/2011,13:20:21.388,104.22,1100,P,F,00,65978,N,C,,,
11/01/2011,13:20:21.444,104.24,200,T,@,00,65982,N,C,,,
11/01/2011,13:20:21.444,104.24,100,T,@,00,65983,N,C,,,
11/01/2011,13:20:21.444,104.24,200,T,@,00,65984,N,C,,,
11/01/2011,13:20:21.444,104.24,100,T,@,00,65985,N,C,,,
11/01/2011,13:20:21.508,104.22,100,D,@,00,65987,N,C,T,,
11/01/2011,13:20:21.838,104.22,300,P,F,00,65992,N,C,,,
11/01/2011,13:20:21.838,104.22,100,B,F,00,65993,N,C,,,
11/01/2011,13:20:21.846,104.22,100,J,@,00,65994,N,C,,,
11/01/2011,13:20:22.837,104.22,100,P,F,00,66000,N,C,,,
11/01/2011,13:20:22.837,104.22,100,B,F,00,66001,N,C,,,
11/01/2011,13:20:22.837,104.22,100,B,F,00,66002,N,C,,,
11/01/2011,13:20:22.837,104.22,298,P,F,00,66003,N,C,,,
11/01/2011,13:20:22.837,104.22,100,T,@,00,66004,N,C,,,
11/01/2011,13:20:22.839,104.22,402,T,F,00,66005,N,C,,,
11/01/2011,13:20:22.841,104.22,1498,T,F,00,66006,N,C,,,
11/01/2011,13:20:22.841,104.22,100,T,F,00,66007,N,C,,,
11/01/2011,13:20:22.841,104.22,100,T,F,00,66008,N,C,,,
11/01/2011,13:20:22.841,104.22,100,T,F,00,66009,N,C,,,
11/01/2011,13:20:22.841,104.22,102,P,@,00,66010,N,C,,,
11/01/2011,13:20:22.856,104.22,200,J,@,00,66011,N,C,,,
11/01/2011,13:20:22.856,104.22,100,J,@,00,66012,N,C,,,
11/01/2011,13:20:22.856,104.22,400,J,@,00,66013,N,C,,,
11/01/2011,13:20:22.869,104.22,1100,P,@,00,66014,N,C,,,
11/01/2011,13:20:22.869,104.22,798,P,@,00,66015,N,C,,,
11/01/2011,13:20:22.871,104.22,100,T,F,00,66016,N,C,,,
11/01/2011,13:20:22.871,104.22,100,P,F,00,66017,N,C,,,
11/01/2011,13:20:22.873,104.22,100,K,F,00,66018,N,C,,,
11/01/2011,13:20:23.146,104.21,100,B,@,00,66020,N,C,,,
11/01/2011,13:20:23.146,104.21,100,B,@,00,66021,N,C,,,
11/01/2011,13:20:23.198,104.21,100,D,@,00,66022,N,C,T,,
11/01/2011,13:20:23.198,104.21,100,D,@,00,66023,N,C,T,,
11/01/2011,13:20:26.509,104.21,100,T,@,00,66028,N,C,,,
11/01/2011,13:20:26.509,104.21,100,T,@,00,66029,N,C,,,
11/01/2011,13:20:26.509,104.21,300,T,@,00,66030,N,C,,,
11/01/2011,13:20:26.511,104.21,100,B,@,00,66031,N,C,,,
11/01/2011,13:20:26.513,104.21,100,B,@,00,66032,N,C,,,
11/01/2011,13:20:26.823,104.21,100,T,@,00,66033,N,C,,,
11/01/2011,13:20:26.823,104.21,200,P,F,00,66034,N,C,,,
11/01/2011,13:20:26.837,104.21,100,D,@,00,66035,N,C,T,,
11/01/2011,13:20:26.849,104.21,100,D,@,00,66036,N,C,T,,
11/01/2011,13:20:26.969,104.21,500,T,F,00,66037,N,C,,,
11/01/2011,13:20:26.975,104.21,100,J,@,00,66038,N,C,,,
11/01/2011,13:20:27.111,104.21,100,B,@,00,66039,N,C,,,
11/01/2011,13:20:27.113,104.21,500,T,F,00,66040,N,C,,,
11/01/2011,13:20:27.125,104.21,100,J,@,00,66041,N,C,,,
11/01/2011,13:20:27.287,104.21,200,T,F,00,66042,N,C,,,
11/01/2011,13:20:27.289,104.21,200,T,F,00,66043,N,C,,,
11/01/2011,13:20:27.327,104.21,200,Z,@,00,66044,N,C,,,
11/01/2011,13:20:28.518,104.21,100,T,@,00,66046,N,C,,,
11/01/2011,13:20:28.526,104.21,100,Z,@,00,66047,N,C,,,
11/01/2011,13:20:28.528,104.21,100,Z,@,00,66048,N,C,,,
11/01/2011,13:20:28.692,104.21,100,T,@,00,66049,N,C,,,
11/01/2011,13:20:28.694,104.21,100,Z,@,00,66050,N,C,,,
11/01/2011,13:20:28.698,104.21,200,T,@,00,66051,N,C,,,
11/01/2011,13:20:28.698,104.21,1100,T,@,00,66052,N,C,,,
11/01/2011,13:20:28.698,104.21,300,T,@,00,66053,N,C,,,
11/01/2011,13:20:28.698,104.21,200,T,@,00,66054,N,C,,,
11/01/2011,13:20:28.698,104.21,100,K,F,00,66055,N,C,,,
11/01/2011,13:20:28.702,104.21,300,K,F,00,66056,N,C,,,
11/01/2011,13:20:28.724,104.21,400,K,F,00,66057,N,C,,,
11/01/2011,13:20:28.724,104.21,300,K,F,00,66058,N,C,,,
11/01/2011,13:20:28.752,104.21,100,J,F,00,66059,N,C,,,
11/01/2011,13:20:28.846,104.21,100,Z,@,00,66060,N,C,,,
11/01/2011,13:20:28.846,104.21,100,Z,@,00,66061,N,C,,,
11/01/2011,13:20:28.848,104.21,100,Z,@,00,66062,N,C,,,
11/01/2011,13:20:28.850,104.21,100,Z,@,00,66063,N,C,,,
11/01/2011,13:20:28.850,104.21,100,Z,@,00,66064,N,C,,,
11/01/2011,13:20:28.857,104.21,500,K,F,00,66065,N,C,,,
11/01/2011,13:20:28.893,104.21,600,P,@,00,66066,N,C,,,
11/01/2011,13:20:28.893,104.21,200,P,@,00,66067,N,C,,,
11/01/2011,13:20:28.893,104.21,200,P,@,00,66068,N,C,,,
11/01/2011,13:20:28.895,104.21,200,P,@,00,66069,N,C,,,
11/01/2011,13:20:29.275,104.21,500,K,F,00,66070,N,C,,,
11/01/2011,13:20:29.279,104.21,100,Z,@,00,66071,N,C,,,
11/01/2011,13:20:29.279,104.21,100,Z,@,00,66072,N,C,,,
11/01/2011,13:20:29.441,104.2,100,P,F,00,66073,N,C,,,
11/01/2011,13:20:29.441,104.2,100,P,F,00,66074,N,C,,,
11/01/2011,13:20:29.441,104.2,100,P,F,00,66075,N,C,,,
11/01/2011,13:20:29.441,104.2,100,P,F,00,66076,N,C,,,
11/01/2011,13:20:29.577,104.2,100,B,@,00,66077,N,C,,,
11/01/2011,13:20:29.579,104.2,100,B,@,00,66078,N,C,,,
11/01/2011,13:20:29.583,104.2,100,B,@,00,66079,N,C,,,
11/01/2011,13:20:29.591,104.2,100,Z,@,00,66080,N,C,,,
11/01/2011,13:20:29.593,104.2,100,Z,@,00,66081,N,C,,,
11/01/2011,13:20:29.593,104.2,100,Z,@,00,66082,N,C,,,
11/01/2011,13:20:29.595,104.2,200,Z,@,00,66083,N,C,,,
11/01/2011,13:20:29.595,104.2,100,Z,@,00,66084,N,C,,,
11/01/2011,13:20:29.729,104.2,100,B,@,00,66085,N,C,,,
11/01/2011,13:20:29.737,104.2,200,Z,@,00,66086,N,C,,,
11/01/2011,13:20:29.741,104.2,200,Z,@,00,66087,N,C,,,
11/01/2011,13:20:29.741,104.2,100,Z,@,00,66088,N,C,,,
11/01/2011,13:20:29.903,104.2,100,P,F,00,66089,N,C,,,
11/01/2011,13:20:29.903,104.2,200,P,F,00,66090,N,C,,,
11/01/2011,13:20:29.905,104.2,100,B,@,00,66091,N,C,,,
11/01/2011,13:20:29.905,104.2,100,T,F,00,66092,N,C,,,
11/01/2011,13:20:29.913,104.2,100,Z,@,00,66093,N,C,,,
11/01/2011,13:20:31.281,104.2,500,T,F,00,66110,N,C,,,
11/01/2011,13:20:31.283,104.2,213,P,@,00,66111,N,C,,,
11/01/2011,13:20:31.283,104.2,200,T,@,00,66112,N,C,,,
11/01/2011,13:20:31.285,104.21,100,B,F,00,66113,N,C,,,
11/01/2011,13:20:31.287,104.21,100,K,F,00,66114,N,C,,,
11/01/2011,13:20:31.287,104.19,100,P,@,00,66115,N,C,,,
11/01/2011,13:20:31.289,104.2,200,T,F,00,66116,N,C,,,
11/01/2011,13:20:31.291,104.2,200,T,@,00,66117,N,C,,,
11/01/2011,13:20:31.293,104.2,100,T,F,00,66118,N,C,,,
11/01/2011,13:20:31.295,104.2,100,T,F,00,66119,N,C,,,
11/01/2011,13:20:31.295,104.2,200,T,@,00,66120,N,C,,,
11/01/2011,13:20:31.299,104.19,100,P,F,00,66121,N,C,,,
11/01/2011,13:20:31.299,104.19,100,P,F,00,66122,N,C,,,
11/01/2011,13:20:31.331,104.19,100,Y,@,00,66123,N,C,,,
11/01/2011,13:20:31.335,104.2,100,J,F,00,66124,N,C,,,
11/01/2011,13:20:31.335,104.2,200,P,@,00,66125,N,C,,,
11/01/2011,13:20:31.335,104.2,200,P,@,00,66126,N,C,,,
11/01/2011,13:20:31.335,104.2,400,P,@,00,66127,N,C,,,
11/01/2011,13:20:31.335,104.2,100,P,@,00,66128,N,C,,,
11/01/2011,13:20:31.361,104.2,200,P,@,00,66129,N,C,,,
11/01/2011,13:20:31.361,104.2,1600,P,@,00,66130,N,C,,,
11/01/2011,13:20:31.361,104.2,100,P,@,00,66131,N,C,,,
